343.702	554	343.702	685	343.702	672
343.704	716	343.704	806	343.704	947
343.706	829	343.706	767	343.706	1044
343.708	826	343.708	1327	343.708	1312
343.71	858	343.71	926	343.71	1084
343.712	945	343.712	1157	343.712	1125
343.714	754	343.714	815	343.714	1162
343.716	758	343.716	618	343.716	670
343.718	525	343.718	407	343.718	626
343.72	402	343.72	331	343.72	389
343.722	381	343.722	163	343.722	295
343.724	455	343.724	75	343.724	163
343.726	189	343.726	89	343.726	248
343.728	249	343.728	0	343.728	111
